S0,age_group,A0,c,s,f,S0_c,S0_s,A0_s,S6
64,1,38,2,1,4,128,64,38,52.71778541136811
63,2,39,3,1,5,189,63,39,56.30883169003901
56,1,51,3,2,4,168,112,102,39.771504307530655
60,2,58,1,2,10,60,120,116,37.71243903867069
61,3,66,3,2,3,183,122,132,46.83356795339928
57,4,50,2,1,3,114,57,50,52.104815686138835
59,4,46,3,1,8,177,59,46,38.10173077379332
61,3,43,2,2,3,122,122,86,47.893945672718445
58,2,49,2,2,7,116,116,98,43.617567703145234
55,2,54,1,1,8,55,55,54,43.72837153764592
62,4,50,3,1,7,186,62,50,43.707946815554585
60,5,48,2,1,6,120,60,48,53.8870247795472
61,3,50,1,1,2,61,61,50,54.81784124309843
63,5,54,1,1,2,63,63,54,52.93813226902526
64,2,51,3,1,5,192,64,51,54.47032076505694
65,2,58,1,1,10,65,65,58,42.64247244747505
57,5,64,2,1,2,114,57,64,43.70726826300168
59,2,58,1,2,3,59,118,116,47.63470608999949
57,4,60,3,1,5,171,57,60,43.48365366855457
57,5,49,2,1,9,114,57,49,41.58802721310884
62,4,40,3,2,5,186,124,80,46.081032197360116
61,2,45,3,2,4,183,122,90,48.774993457492414
63,1,49,1,2,1,63,126,98,50.8890577945545
60,2,58,2,1,2,120,60,58,48.794470050592054
61,2,37,1,1,7,61,61,37,49.61476760735561
58,3,57,3,2,10,174,116,114,25.593520760527873
56,1,63,3,3,9,168,168,189,23.29123782609525
57,4,62,1,2,6,57,114,124,39.75825215425073
60,5,55,1,1,4,60,60,55,53.75975248242173
59,4,62,2,2,9,118,118,124,33.15411509562567
57,4,60,3,2,8,171,114,120,30.65799184830357
64,5,35,3,1,10,192,64,35,37.331288434105
61,4,34,2,1,4,122,61,34,47.53031929821562
59,4,47,2,2,9,118,118,94,36.15231686818169
60,4,43,1,2,10,60,120,86,34.130148932630625
60,3,52,2,1,3,120,60,52,52.68876466713588
61,4,55,3,2,6,183,122,110,39.0452851993783
64,2,51,2,1,1,128,64,51,50.44755660065191
61,3,77,3,2,10,183,122,154,32.11762316958749
58,4,39,2,1,1,116,58,39,42.57620198492932
56,2,44,3,1,1,168,56,44,44.124565609708114
57,3,59,3,2,7,171,114,118,32.24488758721953
55,2,56,2,2,8,110,110,112,29.27826898442951
55,2,53,1,2,7,55,110,106,34.24614198958193
56,4,44,1,1,7,56,56,44,44.902318068893145
62,4,50,2,1,5,124,62,50,55.753594568708245
61,3,45,1,2,3,61,122,90,50.4531010106873
62,2,52,3,1,10,186,62,52,45.139069093137124
57,4,50,3,2,6,171,114,100,31.938919015315168
55,3,51,2,2,2,110,110,102,38.486933731648335
57,1,58,1,2,1,57,114,116,48.04053117810907
56,4,55,2,1,5,112,56,55,49.009645474250796
55,1,40,2,2,3,110,110,80,42.40850080023836
55,2,53,1,2,5,55,110,106,38.420900612178144
63,2,56,2,1,8,126,63,56,40.65970009348719
62,2,55,1,2,8,62,124,110,40.32399230324447
59,2,50,3,1,5,177,59,50,47.59616458227288
61,5,26,1,1,3,61,61,26,61.0
58,2,48,2,2,6,116,116,96,39.68768133221437
58,2,45,2,2,4,116,116,90,40.28719543323992
64,1,53,1,1,3,64,64,53,64.0
62,3,57,2,1,6,124,62,57,54.94482489838297
55,2,53,1,1,9,55,55,53,39.83513198843282
58,3,50,2,1,3,116,58,50,46.367020944536435
59,4,47,3,1,10,177,59,47,35.58631550975951
61,4,74,2,2,6,122,122,148,42.23897987548947
58,1,60,1,2,2,58,116,120,49.173718673149985
57,3,59,3,1,4,171,57,59,46.9197994992335
62,2,45,2,1,4,124,62,45,56.03556886883086
59,4,62,3,1,6,177,59,62,46.440776661148256
62,2,44,1,2,5,62,124,88,46.067377074872695
61,3,50,2,2,5,122,122,100,49.39350065032995
56,3,55,1,1,9,56,56,55,39.38776197362696
64,4,55,1,1,1,64,64,55,64.0
61,3,50,3,2,8,183,122,100,31.752557576192448
60,4,57,2,2,6,120,120,114,44.89430876994961
62,5,54,1,1,6,62,62,54,48.410943250659635
60,5,55,1,1,6,60,60,55,49.35181784000548
62,4,51,3,1,1,186,62,51,51.41626412613497
55,3,59,3,2,5,165,110,118,36.763513140008314
61,1,57,3,2,8,183,122,114,32.66870554546418
59,4,42,3,1,9,177,59,42,32.98329523435539
60,2,47,1,1,6,60,60,47,47.19582424410775
58,3,50,1,2,10,58,116,100,31.010612274474962
61,3,77,1,2,3,61,122,154,46.76624764984074
58,1,59,2,2,1,116,116,118,41.76327007313659
59,5,65,3,1,6,177,59,65,49.7299576726712
62,3,58,3,2,4,186,124,116,42.82774441022576
55,4,35,3,1,9,165,55,35,33.85142352935211
61,2,35,2,1,8,122,61,35,44.50682626078
58,1,59,1,2,9,58,116,118,31.534291809628463
65,2,58,2,1,5,130,65,58,52.471673846605775
58,1,40,3,2,9,174,116,80,26.957214208746688
63,5,41,1,1,5,63,63,41,63.0
56,3,52,3,1,1,168,56,52,44.83826877015382
55,1,52,3,2,4,165,110,104,39.826496676235465
58,1,54,2,1,2,116,58,54,47.289411877988485
57,4,50,2,2,1,114,114,100,37.05388988650927
57,2,47,2,2,6,114,114,94,33.64410690210264
61,3,77,3,2,9,183,122,154,26.284734557706198
57,3,46,2,2,10,114,114,92,25.144284152916086
57,5,54,3,1,5,171,57,54,50.76430389817996
56,2,51,1,2,4,56,112,102,39.72661203014429
59,1,59,2,2,1,118,118,118,39.85778112976796
58,1,47,1,1,8,58,58,47,46.241617917410395
56,2,54,3,1,8,168,56,54,34.74070409581282
59,4,44,2,1,8,118,59,44,41.311546376624754
58,2,48,1,2,1,58,116,96,47.22310615419536
56,1,64,2,3,9,112,168,192,24.938845636933852
59,1,59,3,1,9,177,59,59,42.48935103151677
65,4,40,1,1,2,65,65,40,64.6498082229367
63,5,68,3,1,5,189,63,68,56.35647706151326
59,3,61,2,2,8,118,118,122,36.64543416758367
62,4,44,3,1,1,186,62,44,51.3997070774217
59,1,42,2,2,4,118,118,84,35.63959877832856
59,3,52,1,1,7,59,59,52,51.29255212343462
56,2,44,1,2,3,56,112,88,39.29235460874883
62,4,50,2,2,7,124,124,100,41.545171136962324
61,3,66,2,2,6,122,122,132,46.887069710544864
63,3,44,2,2,4,126,126,88,44.650779250787494
57,2,47,3,1,7,171,57,47,40.49335745927323
55,1,31,3,1,5,165,55,31,47.4478839716138
61,1,42,3,1,2,183,61,42,51.73831959434661
62,3,58,1,2,2,62,124,116,43.678701280951806
60,4,60,1,2,9,60,120,120,31.546519970992733
63,3,44,2,2,3,126,126,88,47.10628142320635
64,1,38,1,1,3,64,64,38,61.81615247141651
61,2,48,1,2,5,61,122,96,61.0
62,2,44,2,1,10,124,62,44,34.257713888861076
64,4,55,3,2,4,192,128,110,46.79849129675825
60,4,42,2,1,10,120,60,42,39.979447061259165
64,2,49,3,2,9,192,128,98,32.8510241705301
56,1,33,1,1,9,56,56,33,41.39787524815807
63,3,44,3,1,9,189,63,44,35.10791450576414
56,1,63,1,2,3,56,112,126,40.87103918945841
60,4,46,2,1,8,120,60,46,40.389963290187886
56,4,44,3,2,8,168,112,88,31.01410582547166
63,5,70,1,1,2,63,63,70,63.0
60,2,41,1,1,8,60,60,41,44.32931574406783
63,2,39,1,1,4,63,63,39,59.21628016794288
62,5,39,1,1,8,62,62,39,48.49924609433551
63,3,47,1,2,4,63,126,94,45.945293360353254
59,4,54,3,2,9,177,118,108,24.978700034981838
56,1,64,3,1,6,168,56,64,42.37895508106379
64,3,32,1,1,2,64,64,32,61.700966456155996
59,3,61,1,1,7,59,59,61,58.46500898569566
58,3,57,3,1,8,174,58,57,34.04863827077907
61,3,50,2,2,7,122,122,100,35.81773166417242
56,1,50,2,1,2,112,56,50,48.6111080435143
62,5,46,1,1,6,62,62,46,59.60458824424264
61,2,55,2,2,9,122,122,110,34.72019000741914
55,1,54,2,1,8,110,55,54,42.72183619935818
65,4,48,2,1,6,130,65,48,60.262967080315676
63,3,44,3,1,1,189,63,44,53.07045037638599
57,3,61,2,1,3,114,57,61,50.97471598396398
58,3,57,1,1,2,58,58,57,52.083514291104194
59,3,52,1,1,7,59,59,52,47.78179717869983
63,3,60,2,2,5,126,126,120,51.05681594931926
58,1,40,1,2,1,58,116,80,40.53840606875698
58,1,43,2,2,7,116,116,86,37.730793103518046
56,2,54,3,1,5,168,56,54,44.54959648780322
60,1,63,1,2,4,60,120,126,43.31897732564932
56,5,55,2,1,9,112,56,55,43.558593453916934
64,5,39,2,1,10,128,64,39,40.34224539344053
62,4,50,3,1,4,186,62,50,55.63653284678141
56,4,44,2,2,1,112,112,88,40.753606440179716
55,2,53,2,1,1,110,55,53,49.20335629299901
60,4,46,1,2,9,60,120,92,36.21493361267741
57,1,50,1,2,10,57,114,100,28.293235756008844
60,4,42,2,2,6,120,120,84,40.901996492252806
60,4,42,2,1,4,120,60,42,55.75656581446236
58,4,64,3,1,7,174,58,64,45.17633099660471
58,5,54,3,1,2,174,58,54,49.78501288622749
59,5,65,1,1,10,59,59,65,46.47063804926701
60,2,46,3,1,1,180,60,46,45.72240688903688
64,3,37,1,1,8,64,64,37,56.23318044683073
63,1,56,2,1,1,126,63,56,58.82867506799712
60,2,46,1,1,1,60,60,46,59.85531111600196
60,4,57,1,1,10,60,60,57,39.579143750435854
56,1,33,3,1,10,168,56,33,32.312019540018056
59,4,54,1,1,9,59,59,54,45.14976039123354
58,2,49,1,1,5,58,58,49,53.082719389453864
64,1,59,1,2,10,64,128,118,34.331912850018796
62,2,55,1,1,8,62,62,55,47.763280562423624
57,4,60,1,2,5,57,114,120,45.45015271257808
62,2,45,3,1,6,186,62,45,41.372269385813624
61,1,57,1,1,3,61,61,57,54.73733038691286
64,1,38,3,1,1,192,64,38,54.7642651717476
57,3,59,3,1,6,171,57,59,41.38147988838151
58,2,63,1,2,8,58,116,126,33.79148861439948
56,5,55,2,1,4,112,56,55,52.5814222428703
63,3,47,3,2,1,189,126,94,46.41390811363423
58,1,40,2,2,1,116,116,80,38.52211738991165
62,4,50,3,2,2,186,124,100,40.384602067763815
60,2,46,1,1,7,60,60,46,48.75560329519072
61,3,43,3,2,5,183,122,86,42.53447805842187
59,5,65,3,1,8,177,59,65,39.249111350509715
62,1,64,3,3,7,186,186,192,27.40790207032483
59,4,61,2,2,8,118,118,122,37.7026879349019
62,3,54,1,1,10,62,62,54,46.5470961314553
65,2,48,1,1,8,65,65,48,53.65573330041342
58,3,43,3,2,5,174,116,86,37.89286863515425
58,4,39,1,1,4,58,58,39,55.253919141695846
62,2,68,3,2,2,186,124,136,34.31791001952037
64,2,63,1,3,9,64,192,189,33.19754794287387
58,3,53,3,2,3,174,116,106,37.024951298577975
60,4,46,1,2,4,60,120,92,49.80635306071916
55,1,40,1,2,3,55,110,80,45.46224562569771
61,2,55,1,2,10,61,122,110,34.37048732301951
64,2,63,1,1,4,64,64,63,59.74559255438324
62,3,44,3,2,10,186,124,88,26.321341776143985
58,3,53,1,2,9,58,116,106,29.736213777568608
58,1,43,2,1,6,116,58,43,46.51211818560438
61,3,45,3,1,3,183,61,45,55.14059549263114
55,1,31,3,1,4,165,55,31,48.30925549705322
64,1,38,2,1,9,128,64,38,41.939079057853775
62,2,55,3,1,8,186,62,55,42.98410666938617
60,4,46,3,2,8,180,120,92,30.321756228659392
60,5,41,2,1,2,120,60,41,51.75418845094464
57,4,50,1,2,10,57,114,100,27.85713961727581
57,3,35,1,1,5,57,57,35,49.851113692899474
55,5,39,2,1,5,110,55,39,49.30617806700251
62,4,50,2,1,2,124,62,50,54.84043068437441
56,2,51,2,1,7,112,56,51,43.60278213592108
57,1,50,1,1,5,57,57,50,46.02866000541601
62,4,40,3,2,10,186,124,80,29.75196072518716
59,4,54,3,2,2,177,118,108,45.48897445123832
57,2,47,3,2,5,171,114,94,33.251379412935854
56,3,52,3,2,7,168,112,104,35.538054035023585
62,2,64,2,1,4,124,62,64,53.88953491459461
64,2,63,3,1,6,192,64,63,51.29561430720395
58,2,49,1,2,9,58,116,98,34.771657982919024
63,3,47,3,2,2,189,126,94,44.220949740212504
59,3,53,1,1,2,59,59,53,45.32327231395857
58,1,40,1,2,5,58,116,80,49.07968294196189
60,1,43,1,2,1,60,120,86,47.88661380329517
63,5,47,1,1,6,63,63,47,53.67735280563662
58,3,57,1,2,7,58,116,114,38.87143668863167
58,3,51,2,1,10,116,58,51,34.48923013663134
61,4,59,2,1,3,122,61,59,50.22290053856068
62,2,68,3,3,4,186,186,204,34.042811434395844
60,2,47,3,2,6,180,120,94,42.21591788852773
55,1,52,2,1,2,110,55,52,47.03218939598931
59,2,33,1,1,4,59,59,33,55.019745824015736
57,2,61,1,3,3,57,171,183,34.27279728917502
63,1,56,2,2,3,126,126,112,44.3910967193925
57,1,44,2,2,7,114,114,88,34.565047974309586
59,4,54,1,1,10,59,59,54,41.19162236274268
63,3,44,2,1,7,126,63,44,48.8207564411629
56,3,55,3,1,10,168,56,55,33.191498479213
55,1,31,1,1,7,55,55,31,50.75714826755716
59,3,61,2,1,8,118,59,61,38.159044734435824
61,2,35,1,1,6,61,61,35,48.037884570358415
60,1,43,1,1,2,60,60,43,57.26573312771719
62,2,68,2,1,5,124,62,68,50.939711109923316
64,1,59,3,2,2,192,128,118,39.2591251018191
62,3,58,1,2,3,62,124,116,40.88793964669478
57,5,47,1,1,9,57,57,47,37.26229318317952
61,3,43,1,1,6,61,61,43,56.82538986826669
62,3,51,3,2,3,186,124,102,42.38145810268172
59,4,61,1,2,4,59,118,122,42.22247802940544
59,1,51,1,2,7,59,118,102,39.8506159673793
56,1,68,2,2,4,112,112,136,41.0814129330654
58,3,53,2,2,9,116,116,106,34.972026437357655
64,2,42,3,1,5,192,64,42,55.61501669976747
60,5,52,3,1,2,180,60,52,51.900316086702944
62,4,51,1,1,6,62,62,51,62.0
63,1,65,3,2,1,189,126,130,39.01808911818249
62,4,44,2,1,6,124,62,44,52.905639320547316
59,5,51,1,1,4,59,59,51,50.538747398473085
64,4,63,1,2,7,64,128,126,46.96962449676051
62,3,58,2,2,6,124,124,116,45.31231379661615
58,2,49,1,2,10,58,116,98,30.838138199363776
62,4,50,2,2,10,124,124,100,31.429066955976392
63,1,65,2,3,2,126,189,195,36.406654280879984
57,2,41,2,2,10,114,114,82,31.836231692908616
58,1,60,1,2,5,58,116,120,48.037338635996726
58,1,42,3,1,3,174,58,42,45.3836940290799
65,4,48,1,2,10,65,130,96,37.471736453350125
63,2,39,1,1,6,63,63,39,50.041093164860236
57,1,44,1,1,2,57,57,44,54.356620419883946
58,1,54,1,1,7,58,58,54,49.77050329207901
59,4,44,2,2,10,118,118,88,34.570383313361994
58,1,43,2,1,9,116,58,43,40.76557778536626
58,2,64,2,3,10,116,174,192,23.86465817969803
62,3,51,1,2,6,62,124,102,36.94639374423455
65,5,42,3,1,8,195,65,42,54.78911935337383
59,3,65,1,2,10,59,118,130,34.76284986644523
57,5,47,3,1,1,171,57,47,50.11136536722652
61,1,62,3,1,6,183,61,62,45.07798211101239
57,1,44,1,1,6,57,57,44,46.335612408263636
57,1,44,1,1,2,57,57,44,54.990741576780955
60,2,58,3,2,6,180,120,116,31.779898846927445
60,1,63,3,2,8,180,120,126,31.940312726861922
57,1,50,2,2,3,114,114,100,37.74316328209105
58,3,53,1,2,1,58,116,106,50.85472981781557
59,5,36,2,1,1,118,59,36,54.51042068944967
61,3,66,1,2,7,61,122,132,41.16266765189692
65,1,47,1,2,7,65,130,94,42.49261272167132
60,5,35,3,1,4,180,60,35,49.814601477512156
59,3,61,3,2,6,177,118,122,38.77028356378061
61,4,55,2,1,9,122,61,55,45.52440902476266
63,3,47,3,1,3,189,63,47,54.49345703474626
56,4,57,2,2,3,112,112,114,36.95185507404891
65,3,65,3,1,9,195,65,65,35.764831723945164
62,4,40,1,2,1,62,124,80,44.57471988646215
63,1,59,3,1,3,189,63,59,47.92065784184313
55,1,52,2,2,7,110,110,104,41.878104607088225
63,1,51,3,1,10,189,63,51,39.10161808370478
58,2,27,2,1,4,116,58,27,55.45483189295468
55,5,69,1,1,10,55,55,69,36.74050293558713
58,3,39,3,1,4,174,58,39,52.21688820228512
58,1,47,3,1,5,174,58,47,52.25033492465601
57,1,58,1,2,6,57,114,116,42.86184167096418
61,5,26,2,1,8,122,61,26,46.120335497026346
62,2,68,1,3,6,62,186,204,33.56286230277971
57,1,50,3,2,3,171,114,100,37.91231758530731
62,4,52,2,2,9,124,124,104,36.55505162985888
55,1,31,2,1,10,110,55,31,33.539522139616196
63,1,65,3,2,6,189,126,130,37.26680470677946
64,3,37,2,1,6,128,64,37,52.28530517996817
64,5,51,3,1,1,192,64,51,49.48720692085181
59,5,41,3,1,5,177,59,41,50.017295273806816
60,2,41,3,2,7,180,120,82,32.63931397261807
55,2,54,3,1,6,165,55,54,44.03052146239312
57,4,62,3,1,6,171,57,62,41.07163309235351
62,5,42,3,1,1,186,62,42,50.3792812526231
61,3,45,3,2,3,183,122,90,41.76000744068985
58,2,48,3,1,9,174,58,48,37.915675050770304
60,5,41,1,1,8,60,60,41,45.49453618548384
56,1,51,3,1,10,168,56,51,34.48846002581674
58,3,54,3,1,1,174,58,54,43.092022120143874
64,2,49,3,1,7,192,64,49,56.7127765699375
61,1,62,3,2,8,183,122,124,30.791684489373143
63,1,49,3,2,1,189,126,98,36.29167400852155
58,1,42,3,2,4,174,116,84,39.06077376152482
60,3,52,2,1,1,120,60,52,52.87594101601814
59,5,51,1,1,7,59,59,51,49.075333036861934
64,4,63,1,1,9,64,64,63,43.482890606370916
56,4,42,2,2,9,112,112,84,34.786092563342464
62,3,58,2,2,7,124,124,116,38.14357395005906
63,1,65,1,2,5,63,126,130,44.85300500077107
57,2,47,1,2,3,57,114,94,39.76944444084854
64,3,37,2,1,6,128,64,37,55.47431918942331
55,1,42,3,2,6,165,110,84,36.89142961847417
58,4,64,3,1,8,174,58,64,37.15621020738538
58,3,57,3,1,9,174,58,57,36.745401262435365
62,1,64,3,2,1,186,124,128,40.513015173454555
62,4,40,1,1,8,62,62,40,42.27668736661196
56,4,44,2,1,8,112,56,44,45.225228293862656
65,2,58,3,2,9,195,130,116,31.3873281624536
57,2,41,2,1,2,114,57,41,44.11872531256206
62,2,64,3,3,2,186,186,192,30.753531294855673
65,2,48,3,2,8,195,130,96,38.4127576580342
56,3,55,3,2,8,168,112,110,28.636698153764655
61,2,49,3,1,1,183,61,49,52.13686774367847
57,4,60,2,2,5,114,114,120,38.95168256200243
65,1,47,1,1,2,65,65,47,63.66873752270481
59,4,54,1,2,2,59,118,108,44.606615095606884
64,2,48,3,1,8,192,64,48,41.41660890458226
60,2,41,3,1,4,180,60,41,45.10885134686435
60,5,55,3,1,4,180,60,55,51.48742502169151
63,1,51,3,1,3,189,63,51,49.90312240496347
58,2,45,2,1,9,116,58,45,42.06638797521288
59,4,42,3,2,5,177,118,84,37.8269032792639
62,5,39,1,1,5,62,62,39,57.22204987040744
61,4,45,2,2,9,122,122,90,35.63215190731681
56,4,44,1,2,6,56,112,88,39.45968640053713
60,2,41,3,2,5,180,120,82,39.747382005018004
56,2,54,3,2,6,168,112,108,41.82145562886488
60,4,43,1,1,4,60,60,43,55.08581140494877
61,3,66,1,2,3,61,122,132,50.14835995052148
62,1,57,3,1,10,186,62,57,37.74866705847017
60,2,42,1,2,1,60,120,84,38.349674431593
57,1,50,3,1,9,171,57,50,36.6173125019471
65,3,65,3,2,6,195,130,130,39.82468477857668
56,4,42,1,2,9,56,112,84,34.53127953301403
61,2,48,1,1,1,61,61,48,49.898391875053576
63,3,47,3,2,7,189,126,94,38.389393987408106
62,4,40,3,1,9,186,62,40,42.06754768171172
61,3,77,3,1,1,183,61,77,48.922782076149595
58,1,60,3,1,3,174,58,60,45.960902337620105
57,2,61,3,3,4,171,171,183,32.381250296863044
58,4,64,1,1,8,58,58,64,44.01499085139702
60,4,37,2,1,8,120,60,37,32.16104737895542
58,1,59,2,2,8,116,116,118,31.67342742077455
61,3,61,1,1,8,61,61,61,48.51502218944196
57,2,47,1,2,3,57,114,94,40.945222858044794
64,4,55,1,2,4,64,128,110,45.47234757869336
59,2,50,3,1,8,177,59,50,41.82964527280212
56,2,51,2,2,9,112,112,102,32.48832154418686
61,1,42,1,2,3,61,122,84,47.591993947577805
62,2,68,2,2,6,124,124,136,45.03394347912428
57,4,62,3,2,1,171,114,124,34.30830709083428
58,2,49,1,1,2,58,58,49,47.12142935603505
62,3,57,3,1,3,186,62,57,53.04936688016406
55,5,65,2,1,9,110,55,65,40.32536483051705
63,1,56,1,2,5,63,126,112,51.20142884475142
55,1,40,3,2,7,165,110,80,33.11308848664273
61,2,55,1,1,1,61,61,55,59.215600328740344
59,1,37,3,1,3,177,59,37,47.92486109878871
64,2,38,3,1,7,192,64,38,51.63507313338379
65,4,40,1,1,4,65,65,40,65.0
61,4,34,1,1,4,61,61,34,59.69627600706595
59,5,51,3,1,8,177,59,51,38.8777678504264
59,4,42,2,2,1,118,118,84,45.51230704068707
61,3,45,2,1,1,122,61,45,61.0
59,4,47,3,2,4,177,118,94,39.510553036681216
64,3,37,2,1,10,128,64,37,41.51538374198047
61,2,29,2,1,5,122,61,29,50.90960887795581
60,2,46,1,2,8,60,120,92,37.967177963925295
62,2,45,2,1,2,124,62,45,49.3234376336073
55,5,69,3,1,3,165,55,69,46.00640680561266
65,2,58,1,1,2,65,65,58,46.68614874756484
59,4,48,1,2,4,59,118,96,51.09152358552406
59,5,66,2,1,10,118,59,66,43.38614876787279
56,3,54,2,2,5,112,112,108,45.0807136948718
56,3,52,3,2,7,168,112,104,35.148937363907606
62,3,57,2,2,2,124,124,114,45.749211309379476
59,4,54,2,2,3,118,118,108,39.69180691657951
58,3,51,3,1,1,174,58,51,50.207929268917674
57,3,46,1,2,10,57,114,92,32.365390582262705
56,2,44,1,2,1,56,112,88,43.58005662631121
58,1,43,3,1,7,174,58,43,45.30484382519389
61,3,77,1,1,5,61,61,77,54.5561595745488
55,2,53,3,1,1,165,55,53,51.34990457934732
60,4,57,3,2,5,180,120,114,40.93110251806239
63,1,34,3,1,4,189,63,34,60.30634964902532
56,2,51,3,2,9,168,112,102,27.876922408514048
57,1,50,2,2,7,114,114,100,39.37802754493582
64,5,62,3,1,9,192,64,62,43.913885886888
62,2,37,2,1,2,124,62,37,52.17200405994966
56,1,68,1,3,8,56,168,204,28.431723712446153
61,4,49,3,1,9,183,61,49,39.45214462107423
58,4,64,3,2,7,174,116,128,38.425468902073966
57,1,57,3,1,8,171,57,57,37.102633907897236
60,4,42,1,2,7,60,120,84,36.03506629292257
57,4,42,1,2,10,57,114,84,30.883289377078253
55,2,39,2,1,8,110,55,39,42.22533422564093
61,3,43,1,1,10,61,61,43,39.747741561692834
57,3,61,2,1,8,114,57,61,42.35058857873777
62,5,54,3,1,4,186,62,54,50.930387909171436
60,4,43,1,1,1,60,60,43,58.55660005216035
63,1,65,2,2,4,126,126,130,41.84581191400307
57,1,50,1,2,7,57,114,100,39.56503282626306
64,2,48,1,1,6,64,64,48,56.846094541596905
61,4,48,2,2,8,122,122,96,34.26020960790515
56,1,50,3,1,7,168,56,50,41.82212354472826
55,3,51,2,1,10,110,55,51,37.97547045660087
58,2,48,3,1,6,174,58,48,43.48590428245257
56,4,55,2,1,3,112,56,55,45.31712845423618
57,3,61,1,2,10,57,114,122,35.31988773276719
61,1,62,2,3,8,122,183,186,27.17702659852001
58,1,59,1,1,8,58,58,59,50.37967566514908
62,3,57,1,2,8,62,124,114,37.21765128995541
55,2,53,3,2,9,165,110,106,27.290968793709695
58,3,50,2,1,9,116,58,50,37.11516296284181
57,1,50,1,1,5,57,57,50,52.2504316527167
58,2,48,2,2,3,116,116,96,39.11037856948088
58,2,63,3,3,7,174,174,189,25.055919956369493
57,4,56,3,1,1,171,57,56,45.75945028556165
57,4,62,2,1,5,114,57,62,48.567799589569276
60,2,58,2,2,7,120,120,116,36.13295015807329
55,1,54,2,2,8,110,110,108,36.38735942502541
62,4,50,2,1,3,124,62,50,53.99627091375353
58,1,42,2,1,3,116,58,42,58.0
64,4,63,3,1,6,192,64,63,55.802049891165375
62,3,57,2,1,8,124,62,57,43.66853415268966
56,1,33,3,1,1,168,56,33,46.47594355374018
57,5,51,3,1,8,171,57,51,41.73428136312446
59,4,61,1,2,3,59,118,122,43.557364757254945
63,1,56,3,2,3,189,126,112,46.92147381822079
57,5,54,2,1,5,114,57,54,50.033953849264655
55,1,54,1,1,5,55,55,54,55.0
63,1,59,1,2,1,63,126,118,41.219599355037
62,4,50,1,1,10,62,62,50,55.70749229440933
56,1,63,2,2,2,112,112,126,42.56418624302085
56,4,55,2,1,9,112,56,55,39.131370674846174
59,4,48,3,2,8,177,118,96,32.346281987002534
58,3,57,3,2,4,174,116,114,40.3540250296593
56,4,57,1,1,6,56,56,57,56.0
63,5,44,3,1,7,189,63,44,42.60888115109252
58,1,40,1,2,7,58,116,80,36.99271525539875
59,3,65,2,2,2,118,118,130,41.12878079377622
57,1,50,1,1,4,57,57,50,52.35557475398843
58,3,57,3,2,6,174,116,114,39.426393828558496
64,3,56,1,1,8,64,64,56,51.2669702426044
58,2,49,2,2,2,116,116,98,43.81155275047181
60,2,41,2,1,1,120,60,41,60.0
62,3,54,3,1,8,186,62,54,44.343148819094964
59,3,65,1,2,8,59,118,130,38.008166818079104
59,4,44,1,1,8,59,59,44,43.84863698287558
56,1,63,3,1,3,168,56,63,45.633949095311664
58,2,49,1,1,9,58,58,49,41.33331155766454
62,4,42,1,1,8,62,62,42,49.73270585984705
64,4,48,2,2,7,128,128,96,36.942724569641534
65,1,47,1,2,10,65,130,94,36.74486925738686
59,1,51,3,1,9,177,59,51,38.34188673893612
55,2,53,1,1,5,55,55,53,54.71662211061497
57,2,47,2,1,10,114,57,47,35.14238980700252
64,1,59,1,1,8,64,64,59,43.298272592136684
63,1,65,3,2,7,189,126,130,32.851804291064234
59,1,42,1,1,7,59,59,42,48.71252415668667
61,3,45,1,2,7,61,122,90,36.954817433242965
55,1,52,3,1,10,165,55,52,30.34420346884125
59,4,54,1,1,4,59,59,54,52.561727516555976
62,2,68,1,1,9,62,62,68,47.998580250444284
61,1,57,3,2,10,183,122,114,29.40058108742088
56,3,54,2,1,7,112,56,54,39.84708177771739
57,2,61,3,1,6,171,57,61,44.96568432568995
59,1,42,3,2,9,177,118,84,28.53738443918911
56,2,44,3,2,9,168,112,88,31.010209477651014
63,1,59,2,1,2,126,63,59,52.31342603684439
56,3,52,2,1,6,112,56,52,44.9106793519682
64,5,49,1,1,4,64,64,49,53.97259127239794
59,5,65,3,1,7,177,59,65,33.17124423430056
60,4,43,2,2,9,120,120,86,34.77709991769763
62,3,57,2,2,7,124,124,114,48.73737140810546
57,3,46,3,2,10,171,114,92,27.20427092462994
56,1,64,2,3,5,112,168,192,41.02099466423812
59,4,44,2,1,10,118,59,44,32.895171138520084
56,2,54,3,1,1,168,56,54,38.96815599386847
60,5,41,3,1,8,180,60,41,41.34780701846773
59,5,39,1,1,7,59,59,39,44.81356129788099
